,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,Labels
11,1.301199028,1.713970783,1.067562307,1.755168697,0.9989672729,0.9982903336,0.99916421,0.998155919,0.5352248898,0.4573257397,0.6134262443,0.4558542315,3.657461518,6.049436413,2.967319025,6.524951116,0.001307071822,0.001002136513,0.001617106192,0.0009933867475,0.03615344827,0.03165653981,0.04021325891,0.03151803845,1
12,1.748765866,2.344522021,1.819435584,2.414822799,0.998922803,0.9977746321,0.9985803728,0.9977265111,0.5712210205,0.5378222757,0.5868300141,0.5234468199,11.14092358,22.98533753,14.65025139,23.48239366,0.001392520374,0.001249703812,0.001455304019,0.001222590174,0.0373164893,0.03535115008,0.03814844714,0.03496555697,1
13,1.131623008,1.643605007,1.192782613,1.695245936,0.9989241339,0.9979560563,0.9988122411,0.9977486449,0.5861393836,0.482246246,0.5798306166,0.4774880585,3.175014853,6.028100812,3.499924312,6.639818872,0.001647104183,0.001189972796,0.001704124229,0.00118267002,0.04058453132,0.03449598232,0.04128103959,0.03438996976,1
14,1.080966784,1.44580519,0.9040547116,1.437306699,0.9983890274,0.9974318542,0.998897709,0.9975109226,0.5899070355,0.4996847436,0.6311308152,0.4984175654,2.668144748,4.248303281,1.821641347,4.117543508,0.002101287765,0.001589464479,0.002508641056,0.001599497701,0.04583980546,0.03986808848,0.05008633603,0.03999372077,1
15,1.355139076,1.864798696,1.195653349,1.814208568,0.9989499261,0.9981981962,0.9992415275,0.9983605879,0.5445794599,0.4490370093,0.5651633924,0.4497164737,4.502727518,7.723178837,3.250289236,7.027115009,0.001708931581,0.001252501765,0.001848966862,0.001241129358,0.04133922569,0.03539070168,0.04299961468,0.03522966589,1
16,1.068096138,1.246754161,0.8281775423,1.324968449,0.9953991209,0.994942713,0.9985698399,0.9938242118,0.6767539838,0.6550129393,0.7265415566,0.6445203723,10.51281664,11.5566539,3.278639779,14.11329697,0.003095990836,0.00292048943,0.003828886404,0.002833029827,0.05564162862,0.05404155281,0.06187799613,0.05322621372,1
17,1.396014043,1.688648637,1.137097908,1.75330542,0.9973262138,0.9960088026,0.9979876631,0.9954850049,0.6166124525,0.5939639705,0.677893204,0.5875241099,7.893459357,11.78944974,5.96068011,13.33683059,0.003918867281,0.003743248533,0.00486071163,0.003622943975,0.06260085687,0.06118209324,0.06971880399,0.06019089611,1
18,1.469532811,1.663835642,0.9826674596,1.740154154,0.9983504952,0.9977665051,0.9990952732,0.9975964,0.5872901381,0.5691078213,0.6884680403,0.5580035316,7.533923846,10.19709026,4.142866411,10.97359997,0.001673292976,0.00153031972,0.002194909073,0.001453000175,0.04090590392,0.03911930112,0.0468498567,0.03811823941,1
19,1.128096138,1.487187265,0.9191923015,1.503377189,0.9985215181,0.997704517,0.9989989551,0.9976222507,0.5835200351,0.4981331391,0.6375774076,0.4972032581,3.000091817,4.647412808,2.030226523,4.814029823,0.001980777262,0.001487724028,0.002354709223,0.001516912674,0.0445059239,0.03857102575,0.04852534619,0.03894756314,1
20,0.9896300297,1.324697624,0.8487106017,1.356752482,0.9982068164,0.9969433999,0.9984349202,0.9967569942,0.6136791994,0.5340673018,0.6708926571,0.5313320716,2.344563867,3.991230683,2.050202736,4.234344955,0.002591945412,0.001997305163,0.003125642771,0.001968982486,0.05091115213,0.0446912202,0.05590744826,0.04437321812,1
21,0.9650499595,1.267456032,0.7656214521,1.299034238,0.9992435475,0.9986568852,0.9993057603,0.9985920475,0.6359511986,0.5761882223,0.7162633017,0.5686564061,2.411023494,4.286603366,2.21208304,4.493524572,0.003609956835,0.003031174718,0.005038768292,0.002894762168,0.06008291633,0.05505610519,0.07098428201,0.05380299404,1
22,1.309878477,1.615764187,1.139455047,1.654876747,0.9990066845,0.9984334934,0.9992535681,0.9984537503,0.6300736309,0.5988096108,0.6558115337,0.5884239432,7.245768296,11.40533309,5.426885441,11.25784716,0.002048683695,0.001847848528,0.002140245312,0.001801752489,0.0452623872,0.04298660871,0.04626278539,0.04244705513,1
23,0.8447637051,1.090455582,0.6819754555,1.182644445,0.9995434538,0.9993044439,0.9996445556,0.99916729,0.6715410189,0.6039958816,0.7265786598,0.5874740741,1.945352417,2.961142015,1.51100719,3.545040922,0.004366963237,0.003360297028,0.004951962756,0.003280288904,0.06608300263,0.05796806904,0.07037018372,0.05727380644,1
24,1.463661896,1.909723163,1.329302049,1.882510657,0.9992299223,0.9984107652,0.9989413571,0.9982716063,0.602138765,0.5591784004,0.6378093028,0.5701283971,8.90073454,18.35178555,12.21117479,19.9587425,0.002657552259,0.002432983207,0.002779798576,0.002473670196,0.05155145254,0.04932527959,0.05272379516,0.04973600502,1
25,1.198034026,1.450907535,1.061366708,1.556865145,0.9992800809,0.9989178201,0.9993833718,0.998735401,0.6375068102,0.6090069747,0.6673704545,0.5910579199,5.201609506,7.801561036,4.43978483,9.116666035,0.001682405235,0.001499952077,0.001828129119,0.001397468848,0.04101713343,0.03872921477,0.04275662661,0.03738273462,1
26,0.9425114772,1.316924944,0.8543763854,1.290216173,0.9988837851,0.998007341,0.9989911973,0.9980066734,0.6346925527,0.5462123617,0.6685327605,0.5560621515,2.207777478,3.939335179,1.993555712,3.940608057,0.003193504343,0.002476117114,0.003989199796,0.002586348272,0.05651109929,0.04976059801,0.06316011238,0.05085615275,1
27,1.095160681,1.521674132,0.9389955128,1.438205838,0.9986624529,0.997646059,0.998975807,0.9979208848,0.5960359607,0.5016094676,0.6342940756,0.5124803917,2.877661356,5.056049962,2.196788668,4.465759583,0.002274360987,0.001704266017,0.002607564094,0.00174665854,0.04769026093,0.04128275689,0.05106431331,0.04179304416,1
28,0.789268161,1.035375174,0.5973563281,1.044458648,0.9992708552,0.9988523532,0.9995011607,0.9988504359,0.6873617697,0.6187068241,0.7549613961,0.617148524,1.782354847,2.806127147,1.218051576,2.810823254,0.00377861745,0.002997366242,0.004729805349,0.003002820165,0.06147045998,0.05474820766,0.06877358032,0.05479799417,1
29,1.748641642,2.167451157,1.425425745,2.202051771,0.9975787333,0.996350461,0.998308833,0.9961656653,0.575720057,0.5346158225,0.6183467798,0.5337204742,12.2547178,18.44622768,8.541563497,19.3801951,0.001396992768,0.00118030676,0.001628205993,0.00118436401,0.03737636643,0.03435559286,0.0403510346,0.03441459007,1
30,1.043235215,1.302197475,0.9315294372,1.366253026,0.9991412819,0.9982180491,0.9988513228,0.9982156825,0.6783885652,0.6528029917,0.7167412201,0.6359123792,5.201647313,10.7819858,6.938773855,10.79630703,0.002614692512,0.00237340616,0.00288832426,0.002234255565,0.05113406411,0.04871761653,0.05374313221,0.04726791264,1
31,1.078142047,1.418673932,0.8718332703,1.423359206,0.9984451744,0.9974029208,0.9988135729,0.9974416794,0.5963037466,0.5240576928,0.6644439722,0.522499068,2.763424251,4.613955076,2.105471157,4.545127586,0.002453949411,0.001988092759,0.003433902096,0.001996733224,0.04953735369,0.04458803381,0.05859950593,0.04468482096,1
32,0.6778611936,0.8948277823,0.5395145159,0.9147117609,0.9990922282,0.9985886361,0.9993121446,0.9985358804,0.7029099528,0.6306893935,0.7593030797,0.6246268707,1.116813395,1.735198054,0.8446558901,1.800060665,0.003958674769,0.003209576857,0.005092007968,0.003155224849,0.06291800036,0.05665312751,0.07135830693,0.05617138817,1
33,1.372541183,1.770925301,1.030648213,1.784591135,0.9988317966,0.9982116069,0.99925705,0.9981269935,0.5506697077,0.4781713146,0.6341472811,0.4779121407,4.872276533,7.45128669,3.094636968,7.803841383,0.001460889314,0.001111297813,0.001849373291,0.001124420261,0.03822158178,0.03333613375,0.04300434037,0.03353237631,1
34,1.072244126,1.362477725,1.008358112,1.383824159,0.9993371918,0.9988670556,0.999385423,0.9989035501,0.6602722704,0.6220216946,0.6736493797,0.6119254643,4.206664866,7.175998397,3.88749527,6.944849178,0.001858193891,0.001577646465,0.001850777778,0.001528528517,0.04310677315,0.03971959799,0.04302066688,0.03909640031,1
35,0.8174021064,1.268084346,0.9140401146,1.252457738,0.9989251907,0.9975872195,0.9985363218,0.9976788492,0.6700480217,0.555704945,0.6531253608,0.5591060374,1.745935728,3.910968958,2.370914202,3.762464725,0.0029104246,0.002000130093,0.002792372398,0.002026271101,0.05394835123,0.04472281401,0.052842903,0.04501412113,1
36,1.123083986,1.521939541,0.9330540088,1.516560955,0.9983063604,0.9970065132,0.9985087666,0.9969555228,0.5923344346,0.5124722017,0.6586522674,0.5145049755,3.097504726,5.472638541,2.727626102,5.56613278,0.003747467881,0.002899656342,0.004611902936,0.002919066879,0.06121656541,0.05384845719,0.06791099275,0.05402838957,1
37,1.701944369,2.061108975,1.125728497,2.061027727,0.9992420744,0.9989458847,0.9996568484,0.9989463819,0.4709923594,0.412584487,0.5785198524,0.4104672118,6.240124224,8.679608495,2.82605828,8.675486537,0.0007917204733,0.0006374943833,0.001124070933,0.0006373658807,0.02813752785,0.02524865112,0.03352716709,0.02524610625,1
38,0.6332703214,0.9118410148,0.6293939558,0.9529955964,0.9994375965,0.9990067144,0.9994038966,0.9988838621,0.7271566942,0.636027803,0.7332219341,0.6289282012,1.104250608,1.94631705,1.166486457,2.187058894,0.004902871346,0.003696504847,0.004972425433,0.003647475458,0.07002050661,0.06079888854,0.07051542692,0.060394333,1
39,1.760534702,2.313853787,1.422046818,2.341109625,0.9977878266,0.9966926367,0.9987243035,0.9965862546,0.4910670923,0.400125247,0.5335980254,0.3987606099,8.519832568,12.73539846,4.90702276,13.14497267,0.001174387001,0.0008536135607,0.001407832291,0.0008529921714,0.03426933032,0.0292166658,0.03752109129,0.02920602971,1
40,1.241706724,1.706214353,1.122630697,1.712280835,0.9990215562,0.9981787418,0.9990661519,0.9981691489,0.5691145555,0.4889024706,0.6111420381,0.4843978561,3.698719957,6.888495892,3.529788614,6.924764788,0.002361433216,0.001832982215,0.002987262671,0.00179393827,0.04859458011,0.04281334155,0.0546558567,0.04235490845,1
41,1.087015933,1.366903007,0.802816673,1.428315305,0.9994212152,0.9991650472,0.999636342,0.9990514512,0.6076464613,0.537325218,0.6851475334,0.5311571718,2.986513638,4.302907037,1.879683192,4.888300898,0.002188582773,0.001643636407,0.002348989866,0.001629395283,0.04678229124,0.04054178594,0.04846637872,0.0403657687,1
42,1.790926276,2.335118973,1.35079202,2.229340108,0.9987079165,0.9979280947,0.9992328947,0.9980999795,0.47539392,0.3955627941,0.55136621,0.4070094097,7.624563867,12.22066829,4.520268152,11.20682371,0.000953836643,0.0007390410686,0.001363133954,0.0007673096014,0.03088424587,0.02718530979,0.036920644,0.02770035381,1
43,0.9594220902,1.341635025,0.8282694491,1.269563051,0.9988427514,0.9979099786,0.9990621734,0.9981659145,0.633746187,0.5460412331,0.6771191083,0.5550359326,2.396278693,4.320949404,1.935649024,3.791822165,0.002742978801,0.002100918364,0.003326627555,0.002129822178,0.05237345512,0.04583577603,0.05767692394,0.04614999651,1
44,1.199195247,1.549070799,0.9686219387,1.593659443,0.9991952949,0.9987696802,0.9994439114,0.9986673189,0.5605340751,0.4820953978,0.6200981646,0.4769872138,3.144353227,4.805775074,2.169605882,5.205610413,0.001416327858,0.00113860133,0.001896838019,0.001109160827,0.03763413155,0.03374316716,0.04355270392,0.03330406622,1
45,1.717953011,2.040596682,0.9059523166,2.072673206,0.9972429293,0.9969045984,0.9996047961,0.9968902004,0.5672501403,0.5030553232,0.6670516038,0.4961471076,17.38100459,19.50254305,2.519900524,19.59324779,0.004951371672,0.003953606232,0.006080332877,0.003870800683,0.07036598377,0.06287770855,0.07797648926,0.06221575912,1
46,0.9943667297,1.346531543,0.8580364383,1.352126789,0.9982444201,0.99703284,0.9986387409,0.9971433356,0.6167886229,0.5344943405,0.6562117554,0.5242812689,2.351352957,3.970501731,1.821976537,3.822647478,0.002832059182,0.002221957324,0.003304842696,0.002111656311,0.05321709483,0.04713764232,0.05748776127,0.04595276173,1
47,1.535922225,2.159510565,1.409260961,2.115463571,0.9983910964,0.9970060442,0.998663756,0.9973321231,0.5337020487,0.4382513746,0.5518961723,0.4374486208,6.724299217,12.51075988,5.576390766,11.14821716,0.001853503064,0.001326980449,0.002010720473,0.001339118341,0.04305232937,0.03642774284,0.04484105789,0.03659396591,1
48,1.426200378,1.697623781,0.9336703249,1.809052058,0.9985783796,0.9980927722,0.999303213,0.9978527427,0.5333975768,0.4800325315,0.651765919,0.4671407267,5.105293006,6.841686482,2.499070119,7.702758624,0.001324763588,0.001084790676,0.001941722611,0.001054803157,0.03639730194,0.03293616061,0.04406498169,0.03247773324,1
49,1.271136916,1.51275857,0.7448883603,1.520552917,0.9984896404,0.9981270352,0.9995829186,0.9981635125,0.5950898683,0.5391845694,0.7012787582,0.5351067473,5.872249527,7.274898305,1.629496675,7.133218865,0.002171163071,0.001807717533,0.003035844548,0.001785476256,0.04659574091,0.04251726159,0.0550984986,0.04225489624,1
50,1.494901431,1.809024975,1.117429853,1.780799584,0.9974376,0.9961711403,0.9984455575,0.9963704542,0.5909878297,0.5591961224,0.6526990765,0.5563884,7.996116662,11.93709275,4.844726172,11.31591206,0.001640813409,0.001453456624,0.001995192545,0.001439140246,0.04050695507,0.0381242262,0.04466757823,0.03793600198,1
51,1.532541183,2.095947915,1.343666541,2.082969976,0.9991137942,0.9985716576,0.9993980359,0.9985631582,0.5257127564,0.4220322578,0.5399657273,0.4291045653,6.3826303,10.27306753,4.325058118,10.33419817,0.001047207069,0.0007336707308,0.001138168858,0.0007493871268,0.03236057894,0.02708635691,0.03373675826,0.02737493611,1
52,1.312217121,1.836037071,1.194636968,1.810140775,0.9987385081,0.997711345,0.9988753266,0.9977281434,0.5511212755,0.4536068871,0.5817725978,0.4614106476,4.148177154,7.516636786,3.690014597,7.461437215,0.001563238921,0.001143204041,0.001804054328,0.001166540978,0.03953781634,0.03381130049,0.04247416071,0.03415466261,1
53,1.530056711,1.925674761,1.209661026,2.071021173,0.9986448611,0.9981458526,0.9992287717,0.9977683294,0.5412460865,0.4648406585,0.5898003121,0.4537839929,7.198606535,9.848467942,4.089760502,11.85372195,0.001813811823,0.001372996863,0.002092522341,0.001340663629,0.0425888697,0.0370539723,0.04574409624,0.03661507379,1
54,1.01721307,1.26992054,0.6990160567,1.273804172,0.9990471229,0.998706401,0.9994923903,0.9985475838,0.6198249589,0.5523399069,0.714650841,0.5603289669,2.704018363,3.671142503,1.438573823,4.121855044,0.00287563063,0.002297671349,0.003906369794,0.002387289942,0.0536249068,0.04793403122,0.06250095834,0.04885990116,1
55,1.044326222,1.303481186,0.7714548305,1.361838577,0.999182543,0.9988288405,0.9995085448,0.9987282826,0.5974283232,0.5324010582,0.6792087119,0.5188330563,2.478655144,3.549455371,1.488727902,3.854220267,0.001737589443,0.001455704128,0.002456091275,0.001369127922,0.04168440288,0.03815369089,0.04955896766,0.03700172864,1
56,1.378244666,1.649541493,1.024993242,1.635691498,0.9986145725,0.9980208271,0.9991765268,0.9979890736,0.6158531941,0.583437598,0.6738268106,0.5872156025,7.130856063,10.18133365,4.233848732,10.3447116,0.001878190888,0.001661861464,0.002256211846,0.001698797996,0.04333809973,0.0407659351,0.04749959837,0.04121647724,1
57,1.151714826,1.452456654,0.8066659458,1.490133842,0.9988873052,0.9985683177,0.9995694055,0.998471848,0.6104057648,0.5308121561,0.68416295,0.5347912596,4.95884418,6.378483488,1.919170676,6.80833708,0.001769279086,0.001342310398,0.002299696174,0.00135850664,0.04206279931,0.03663755448,0.04795514752,0.03685792506,1
58,1.009149338,1.367525904,0.8957776937,1.403762302,0.9983516224,0.9973280004,0.9987135843,0.9971499238,0.6225789604,0.534673799,0.650063979,0.5295295226,2.646438023,4.288688719,2.06278856,4.574528358,0.003600005557,0.002684500655,0.004078056384,0.002700547608,0.06000004631,0.05181216706,0.06385966164,0.05196679332,1
59,1.108431002,1.417688129,0.8533329729,1.459611853,0.9987280105,0.998099375,0.9991049463,0.9977965473,0.6097974435,0.5392859493,0.6860115965,0.5428925733,3.328144748,4.97457494,2.339109045,5.767171665,0.003180966947,0.002510104995,0.004331396102,0.002568218096,0.05640006159,0.05010094805,0.06581334289,0.05067758968,1
60,0.8323899541,1.125332438,0.7141968968,1.155144864,0.9994135577,0.9990696225,0.9995472624,0.9989918904,0.6720916874,0.5892536833,0.7079388016,0.5846417071,1.887674858,2.994253091,1.454684543,3.244430482,0.00344122198,0.002628440032,0.003744391991,0.002600953311,0.05866192956,0.05126831411,0.06119143723,0.05099954227,1
61,1.496235485,1.951722718,1.238871168,1.948380737,0.9992027078,0.9986658577,0.9994026029,0.9986674394,0.5120728177,0.4438557527,0.5677255385,0.4395400497,5.113345936,8.552791936,3.825896091,8.542646828,0.001085151751,0.0008515868136,0.001320960627,0.0008359320578,0.03294164159,0.02918196041,0.03634502204,0.02891248965,1
62,0.8425978936,1.089951847,0.6789479375,1.175998397,0.9995542359,0.999325273,0.9996553394,0.9991909921,0.6706648749,0.6005951421,0.7259834476,0.5863080461,1.903424251,2.878632442,1.468308374,3.451525016,0.004370920965,0.003308586731,0.004866713678,0.003241919788,0.06611294098,0.05752031581,0.0697618354,0.056937859,1
63,1.181555496,1.599639261,1.027966697,1.579051137,0.9986897716,0.9976871851,0.9988750901,0.9977285073,0.5645531126,0.4834437941,0.6152613068,0.4866966009,3.033070483,5.354412553,2.604297994,5.258730047,0.001889032409,0.001484274789,0.002427147367,0.001504308682,0.04346300046,0.03852628699,0.0492660874,0.03878541841,1
64,1.386178774,1.781454981,1.033891982,1.801815611,0.9987704446,0.9981197618,0.9992382195,0.9980630229,0.5547028556,0.4815400963,0.6356816891,0.4798386472,5.115338914,7.814398145,3.165113262,8.050227222,0.001495591163,0.001120744104,0.001838895225,0.001138274704,0.03867287373,0.0334775164,0.04288234165,0.03373832694,1
65,1.420756144,1.698734164,0.9477212521,1.808244999,0.9985723507,0.9980684036,0.9992919558,0.9978452605,0.5350979612,0.4818002981,0.6479372021,0.4676612346,5.14036727,6.947877002,2.546272368,7.750537588,0.001320203506,0.001080985429,0.001913442892,0.001044715365,0.0363346048,0.03287834286,0.0437429182,0.03232205694,1
66,0.7939994599,1.045379453,0.6142617722,1.060751485,0.9992424945,0.9987894397,0.9994726859,0.9988072488,0.6875590969,0.6193641063,0.7493954386,0.6132627562,1.84647583,2.95145731,1.283862248,2.908049463,0.003809388115,0.003015522456,0.004653980672,0.003001573074,0.06172024073,0.05491377292,0.06822008994,0.054786614,1
67,1.158120443,1.47209689,0.8167162243,1.495577426,0.998891384,0.9985481814,0.9995599186,0.9984776173,0.6083810553,0.5267165728,0.6821436341,0.5324672125,4.954447745,6.486076882,1.966859491,6.801387708,0.001739051819,0.001312651631,0.002269465201,0.001334460092,0.04170194023,0.03623053452,0.04763890429,0.03653026269,1
68,0.9442560086,1.319015713,0.85641996,1.303519101,0.9988658821,0.997972425,0.9989692049,0.9979639458,0.6361328691,0.5472724387,0.6695043624,0.5539517295,2.241161221,4.00472319,2.035075958,4.021433098,0.003306747206,0.002603471772,0.004056096947,0.002674460319,0.05750432337,0.0510242273,0.06368749444,0.0517151846,1
69,1.494269511,1.957512959,1.250402768,1.958357933,0.9991957867,0.9986560909,0.9993976917,0.9986549605,0.5137777609,0.4419304683,0.5651114671,0.4397150826,5.149003511,8.600516734,3.850554144,8.607742348,0.001093844398,0.0008495636458,0.001303770612,0.0008374366237,0.03307331852,0.0291472751,0.03610776387,0.02893849726,1
70,1.304639482,1.847308811,1.200340596,1.808077088,0.998732439,0.9976745816,0.9988603434,0.997724737,0.5533814021,0.4524333131,0.5822607252,0.462710576,4.159762355,7.621819836,3.73154025,7.457401921,0.001566716829,0.001146045547,0.001822644842,0.001174405968,0.03958177395,0.03385329448,0.04269244479,0.03426960706,1
71,1.062403457,1.369909165,0.8107368763,1.396081703,0.9994853403,0.9992164878,0.9996562197,0.9991635273,0.6073940202,0.5319134436,0.6775350058,0.528404418,2.729559816,4.153178674,1.820024869,4.433905135,0.002229499871,0.0016882221,0.002783691117,0.001679813527,0.04721758011,0.04108798,0.0527606967,0.04098552826,1
72,1.165773697,1.532582967,0.8865329513,1.48152702,0.9990617938,0.9984716915,0.9993522507,0.9985031537,0.5892740941,0.5200308387,0.6722344359,0.5305799556,3.469246557,5.649319417,2.395155971,5.532832126,0.003230882683,0.002641496204,0.004379278219,0.002732961861,0.05684085399,0.05139548817,0.06617611517,0.05227773771,1
73,0.9623656495,1.253952692,0.7534897551,1.280959371,0.999158556,0.9985584492,0.9992872333,0.9985249105,0.6238638128,0.5550464581,0.7000406856,0.548506316,2.203154199,3.76998283,1.86259934,3.857675996,0.001943125517,0.001574236936,0.002695339703,0.001546478907,0.04408089741,0.03967665479,0.05191666113,0.03932529602,1
74,0.8167323792,1.113307804,0.7278315402,1.148628813,0.9989337175,0.9982127611,0.9990435132,0.9980661262,0.6602658217,0.5739962305,0.6955696,0.5672575582,1.56078855,2.611154744,1.395183003,2.825393644,0.002982699126,0.002286778348,0.003604343988,0.002261399392,0.05461409274,0.04782027131,0.06003618898,0.04755417324,1
75,1.170542803,1.599368436,1.035616586,1.569902665,0.998702381,0.9976920791,0.9988814799,0.997758255,0.5680434658,0.4839962126,0.6108756147,0.4874419898,3.007258979,5.349256043,2.59236633,5.195860709,0.001903756689,0.001467688785,0.002352854597,0.001493224012,0.04363206033,0.03831042659,0.04850623255,0.03864225682,1
76,0.9976397516,1.340578807,0.8461426177,1.346249885,0.9982745036,0.9970445441,0.9986334016,0.9971729183,0.613273256,0.5359794873,0.662187369,0.5252057274,2.316591952,3.964083176,1.833254041,3.791897996,0.002775749188,0.00219171302,0.003312221393,0.002079766557,0.05268537926,0.04681573474,0.05755190173,0.04560445765,1
77,1.228598434,1.513565629,0.829934584,1.556003922,0.999198552,0.9988740714,0.9995819049,0.9988145331,0.5588184696,0.492825268,0.6677560733,0.4848996573,3.440102619,4.82204083,1.791863545,5.076903494,0.001310452984,0.001061456364,0.001900811375,0.001028621515,0.03620017934,0.03257999945,0.04359829555,0.03207212988,1
78,1.092605995,1.364579327,0.7921122344,1.436044654,0.9994158019,0.99915618,0.9996334125,0.9990438717,0.6063445039,0.5400570977,0.6917488835,0.5292439287,3.019627329,4.355961673,1.898151052,4.935700706,0.002113714603,0.001623588021,0.002382026804,0.001592495233,0.04597515202,0.0402937715,0.04880601196,0.03990608015,1
79,1.477483122,1.855763971,1.08996594,1.887927159,0.9983758203,0.9976123547,0.9990750854,0.9975005804,0.5292961381,0.4652041526,0.6118697018,0.4607283128,5.596878207,8.235265761,3.196545386,8.6208232,0.00180563915,0.001480079619,0.002473531555,0.001418523573,0.04249281292,0.03847180291,0.04973461124,0.03766329212,1
80,1.031779638,1.39418051,0.859755636,1.351958878,0.9990502389,0.9983457032,0.9992602669,0.9984923116,0.6088499206,0.5296614248,0.6630728932,0.5326632317,2.531277343,4.406524718,1.967675839,4.016000347,0.002445710141,0.001899328987,0.003027419741,0.001902372753,0.04945412157,0.04358129171,0.05502199325,0.04361619829,1
81,0.8753011072,1.227054344,0.8052765313,1.239701876,0.9989367547,0.9980507744,0.9989668686,0.9980420864,0.6471143726,0.5578301592,0.6789884463,0.5519231105,1.838034026,3.36184941,1.789955128,3.376663543,0.002931821882,0.002193655609,0.003235760322,0.002164039398,0.05414630073,0.04683647734,0.05688374392,0.04651923686,1
82,1.968490413,2.422952969,1.29508569,2.417937288,0.9982557796,0.9975568928,0.9992068033,0.9975328305,0.4465258492,0.3835354255,0.5630407722,0.3876297195,9.342651904,13.08194626,4.249391793,13.21079401,0.001067580052,0.0008633731718,0.001671383926,0.0008798215045,0.03267384355,0.02938321241,0.04088256261,0.02966178525,1
